tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_temp	measurement	method_codes	quality	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.6	187.2	26.8	sr16b1-LP-DIR-T	2.8e-05	273	2532	LT-T-Z:LP-DIR-T	g	sr16b1	u	0	0	0	0	798
This study	0.4	185.1	26.7	sr16b1-LP-DIR-T	8.31e-06	273	2533	LT-T-Z:LP-DIR-T	g	sr16b1	u	0	0	0	0	823
This study	1	181.4	26	sr16b1-LP-DIR-T	2.53e-06	273	2534	LT-T-Z:LP-DIR-T	g	sr16b1	u	0	0	0	0	848
This study	1.3	182.5	26.7	sr16c1-LP-DIR-T	6.03e-05	273	2535	LT-NO:LP-DIR-T	g	sr16c1	u	0	0	0	0	273
This study	0.5	183.5	26.3	sr16c1-LP-DIR-T	5.9e-05	273	2536	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	373
This study	1.2	183.1	26.1	sr16c1-LP-DIR-T	5.75e-05	273	2537	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	423
This study	0.9	183.6	26.1	sr16c1-LP-DIR-T	5.53e-05	273	2538	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	473
This study	0.8	183.3	25.1	sr16c1-LP-DIR-T	5.34e-05	273	2539	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	523
This study	1.4	185.8	26.1	sr16c1-LP-DIR-T	5.16e-05	273	2540	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	573
This study	0.7	185.5	26	sr16c1-LP-DIR-T	4.92e-05	273	2541	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	623
This study	1.3	184.5	26	sr16c1-LP-DIR-T	4.46e-05	273	2542	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	673
This study	1	184.7	26	sr16c1-LP-DIR-T	3.89e-05	273	2543	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	723
This study	1.3	187.9	25.5	sr16c1-LP-DIR-T	3.45e-05	273	2544	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	748
This study	0.5	183.4	25.5	sr16c1-LP-DIR-T	2.76e-05	273	2545	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	773
This study	1.2	183.8	25.5	sr16c1-LP-DIR-T	1.81e-05	273	2546	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	798
This study	0.8	181.1	25.4	sr16c1-LP-DIR-T	5.83e-06	273	2547	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	823
This study	0.9	186.2	23.4	sr16c1-LP-DIR-T	9.76e-07	273	2548	LT-T-Z:LP-DIR-T	g	sr16c1	u	0	0	0	0	848
This study	0.7	185	53.1	sr16d1-LP-DIR-T	3.98e-05	273	2549	LT-NO:LP-DIR-T	g	sr16d1	u	0	0	0	0	273
This study	1.4	188.4	52.4	sr16d1-LP-DIR-T	3.42e-05	273	2550	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	373
This study	0.6	188.5	53	sr16d1-LP-DIR-T	2.98e-05	273	2551	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	423
This study	0.7	188.3	53.5	sr16d1-LP-DIR-T	2.51e-05	273	2552	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	473
This study	1	188.1	53.4	sr16d1-LP-DIR-T	2.22e-05	273	2553	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	523
This study	0.9	187.1	54	sr16d1-LP-DIR-T	2.03e-05	273	2554	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	573
This study	1.5	184.8	54.2	sr16d1-LP-DIR-T	1.89e-05	273	2555	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	623
This study	0.5	187.7	54.1	sr16d1-LP-DIR-T	1.78e-05	273	2556	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	673
This study	1.1	186.9	54.1	sr16d1-LP-DIR-T	1.48e-05	273	2557	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	723
This study	2	185.3	54.2	sr16d1-LP-DIR-T	1.1e-05	273	2558	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	748
This study	0.9	184.1	54.4	sr16d1-LP-DIR-T	7.07e-06	273	2559	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	773
This study	1.8	184.3	53.3	sr16d1-LP-DIR-T	4e-06	273	2560	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	798
This study	0.6	191.4	52.3	sr16d1-LP-DIR-T	1.72e-06	273	2561	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	823
This study	1.7	180.2	52.1	sr16d1-LP-DIR-T	2.32e-07	273	2562	LT-T-Z:LP-DIR-T	g	sr16d1	u	0	0	0	0	848
This study	1.8	191.7	32.2	sr16f1-LP-DIR-T	3.79e-05	273	2563	LT-NO:LP-DIR-T	g	sr16f1	u	0	0	0	0	273
This study	0.2	193.2	30.4	sr16f1-LP-DIR-T	3.17e-05	273	2564	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	373
This study	0.7	191.4	31.5	sr16f1-LP-DIR-T	2.78e-05	273	2565	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	423
This study	1.1	191.2	31.5	sr16f1-LP-DIR-T	2.41e-05	273	2566	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	473
This study	0.3	189.5	31	sr16f1-LP-DIR-T	2.13e-05	273	2567	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	523
This study	0.7	187.8	31.8	sr16f1-LP-DIR-T	1.98e-05	273	2568	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	573
This study	0.7	187.2	31.8	sr16f1-LP-DIR-T	1.89e-05	273	2569	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	623
This study	1	185.7	31	sr16f1-LP-DIR-T	1.78e-05	273	2570	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	673
This study	0.8	183.7	31.6	sr16f1-LP-DIR-T	1.39e-05	273	2571	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	723
This study	0.9	184.6	32.2	sr16f1-LP-DIR-T	1.04e-05	273	2572	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	748
This study	1.4	187.5	32.1	sr16f1-LP-DIR-T	7.34e-06	273	2573	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	773
This study	1	186.7	31.5	sr16f1-LP-DIR-T	3.67e-06	273	2574	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	798
This study	1	187.5	31.6	sr16f1-LP-DIR-T	1.23e-06	273	2575	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	823
This study	1.6	200.6	22.6	sr16f1-LP-DIR-T	1.64e-07	273	2576	LT-T-Z:LP-DIR-T	g	sr16f1	u	0	0	0	0	848
This study	0.3	3.4	-66.5	sr19e2-LP-DIR-T	9.54e-05	273	2577	LT-NO:LP-DIR-T	g	sr19e2	u	0	0	0	0	273
This study	0.5	1.5	-66.7	sr19e2-LP-DIR-T	0.0001	273	2578	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	373
This study	0.5	2.8	-66.1	sr19e2-LP-DIR-T	0.000105	273	2579	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	423
This study	1.2	0.9	-65.4	sr19e2-LP-DIR-T	0.000106	273	2580	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	473
This study	0.6	1.7	-64.4	sr19e2-LP-DIR-T	0.000103	273	2581	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	523
This study	1.7	2.8	-63.8	sr19e2-LP-DIR-T	9.65e-05	273	2582	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	573
This study	0.5	1.1	-63.1	sr19e2-LP-DIR-T	8.77e-05	273	2583	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	623
This study	1.2	359.1	-63.3	sr19e2-LP-DIR-T	7.63e-05	273	2584	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	673
This study	0.5	2.9	-60.8	sr19e2-LP-DIR-T	5.64e-05	273	2585	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	723
This study	0.5	4.9	-58.1	sr19e2-LP-DIR-T	4.33e-05	273	2586	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	748
This study	0.7	7.6	-55.1	sr19e2-LP-DIR-T	3.42e-05	273	2587	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	773
This study	0.8	9	-50.7	sr19e2-LP-DIR-T	2.1e-05	273	2588	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	798
This study	1.7	11	-42.8	sr19e2-LP-DIR-T	8.62e-06	273	2589	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	823
This study	0.4	12.3	-34.8	sr19e2-LP-DIR-T	2.9e-06	273	2590	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	848
This study	0.6	15	-36.3	sr19e2-LP-DIR-T	1.2e-06	273	2591	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	873
This study	1.2	11.2	-37.3	sr19e2-LP-DIR-T	4.93e-07	273	2592	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	898
This study	1	15.2	-38.9	sr19e2-LP-DIR-T	2.01e-07	273	2593	LT-T-Z:LP-DIR-T	g	sr19e2	u	0	0	0	0	923
This study	1.1	328.5	-17	sr19i1-LP-DIR-T	8.15e-05	273	2594	LT-NO:LP-DIR-T	g	sr19i1	u	0	0	0	0	273
This study	1.8	330.4	-18	sr19i1-LP-DIR-T	8.54e-05	273	2595	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	373
This study	1	332.8	-20.1	sr19i1-LP-DIR-T	8.31e-05	273	2596	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	423
This study	0.8	334.7	-20.1	sr19i1-LP-DIR-T	7.71e-05	273	2597	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	473
This study	1.1	339.3	-20.5	sr19i1-LP-DIR-T	7.04e-05	273	2598	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	523
This study	1.4	342.9	-19.4	sr19i1-LP-DIR-T	6.5e-05	273	2599	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	573
This study	1.3	345.5	-19.7	sr19i1-LP-DIR-T	6.15e-05	273	2600	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	623
This study	1.3	348.8	-19.5	sr19i1-LP-DIR-T	5.84e-05	273	2601	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	673
This study	1.8	348.8	-19.3	sr19i1-LP-DIR-T	5.21e-05	273	2602	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	723
This study	1.8	352.9	-18.6	sr19i1-LP-DIR-T	4.76e-05	273	2603	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	748
This study	1.7	349.5	-18.6	sr19i1-LP-DIR-T	4.01e-05	273	2604	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	773
This study	1.4	351.3	-18.9	sr19i1-LP-DIR-T	2.59e-05	273	2605	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	798
This study	0.9	354.1	-18.8	sr19i1-LP-DIR-T	1.02e-05	273	2606	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	823
This study	1	354.8	-20.7	sr19i1-LP-DIR-T	8.47e-07	273	2607	LT-T-Z:LP-DIR-T	g	sr19i1	u	0	0	0	0	848
This study	1.9	205.4	17	sr20c1-LP-DIR-T	4.04e-05	273	2608	LT-NO:LP-DIR-T	g	sr20c1	u	0	0	0	0	273
This study	1.6	208.2	14.6	sr20c1-LP-DIR-T	3.74e-05	273	2609	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	373
This study	2	207.4	14	sr20c1-LP-DIR-T	3.54e-05	273	2610	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	423
This study	1.9	207.6	14.2	sr20c1-LP-DIR-T	3.34e-05	273	2611	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	473
This study	1.2	208.8	14.2	sr20c1-LP-DIR-T	3.15e-05	273	2612	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	523
This study	1.4	207.6	14.3	sr20c1-LP-DIR-T	2.89e-05	273	2613	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	573
This study	1.9	206.6	14	sr20c1-LP-DIR-T	2.59e-05	273	2614	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	623
This study	1.8	206.4	14.1	sr20c1-LP-DIR-T	2.24e-05	273	2615	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	673
This study	1	207.6	13.7	sr20c1-LP-DIR-T	1.94e-05	273	2616	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	723
This study	1.5	208.8	13.5	sr20c1-LP-DIR-T	1.45e-05	273	2617	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	748
This study	1.1	207.3	13.9	sr20c1-LP-DIR-T	1.03e-05	273	2618	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	773
This study	1.3	207.9	12.9	sr20c1-LP-DIR-T	7.02e-06	273	2619	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	798
This study	1.2	210	12.5	sr20c1-LP-DIR-T	2.54e-06	273	2620	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	823
This study	1.9	207.2	12.7	sr20c1-LP-DIR-T	8.62e-07	273	2621	LT-T-Z:LP-DIR-T	g	sr20c1	u	0	0	0	0	848
This study	1.4	219.8	41	sr20f1-LP-DIR-T	2.82e-05	273	2622	LT-NO:LP-DIR-T	g	sr20f1	u	0	0	0	0	273
This study	1.4	221.2	36.1	sr20f1-LP-DIR-T	2.27e-05	273	2623	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	373
This study	1.6	221.7	35	sr20f1-LP-DIR-T	1.99e-05	273	2624	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	423
This study	1.1	221.9	34.5	sr20f1-LP-DIR-T	1.76e-05	273	2625	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	473
This study	1.3	223.1	34.2	sr20f1-LP-DIR-T	1.55e-05	273	2626	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	523
This study	1.9	219.1	33.6	sr20f1-LP-DIR-T	1.41e-05	273	2627	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	573
This study	1.7	223.7	33.6	sr20f1-LP-DIR-T	1.26e-05	273	2628	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	623
This study	1	223.7	34.2	sr20f1-LP-DIR-T	1.11e-05	273	2629	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	673
This study	1.3	220.7	32.8	sr20f1-LP-DIR-T	8.67e-06	273	2630	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	723
This study	1.9	220	31.8	sr20f1-LP-DIR-T	7.05e-06	273	2631	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	748
This study	1	221.8	32.5	sr20f1-LP-DIR-T	5.66e-06	273	2632	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	773
This study	1.5	220.2	33.1	sr20f1-LP-DIR-T	3.95e-06	273	2633	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	798
This study	1.2	223.3	32.8	sr20f1-LP-DIR-T	2.25e-06	273	2634	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	823
This study	1	217.8	30	sr20f1-LP-DIR-T	4.99e-07	273	2635	LT-T-Z:LP-DIR-T	g	sr20f1	u	0	0	0	0	848
This study	1.1	201.4	-28.4	sr20g1-LP-DIR-T	6.61e-05	273	2636	LT-NO:LP-DIR-T	g	sr20g1	u	0	0	0	0	273
This study	1.5	200.2	-29.8	sr20g1-LP-DIR-T	6.51e-05	273	2637	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	373
This study	1.2	202	-30.2	sr20g1-LP-DIR-T	6.27e-05	273	2638	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	423
This study	1.6	199.7	-30.4	sr20g1-LP-DIR-T	6.04e-05	273	2639	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	473
This study	1.1	200.7	-30.7	sr20g1-LP-DIR-T	5.81e-05	273	2640	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	523
This study	1.8	201.4	-30.4	sr20g1-LP-DIR-T	5.32e-05	273	2641	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	573
This study	1	200.2	-30.9	sr20g1-LP-DIR-T	4.67e-05	273	2642	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	623
This study	1	199.2	-31.2	sr20g1-LP-DIR-T	3.9e-05	273	2643	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	673
This study	1	199.8	-31.4	sr20g1-LP-DIR-T	3.08e-05	273	2644	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	723
This study	1	199.6	-31.5	sr20g1-LP-DIR-T	2.66e-05	273	2645	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	748
This study	0.9	198.7	-31.4	sr20g1-LP-DIR-T	2.18e-05	273	2646	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	773
This study	0.9	196	-31.8	sr20g1-LP-DIR-T	1.5e-05	273	2647	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	798
This study	1.8	200.8	-32.5	sr20g1-LP-DIR-T	6.67e-06	273	2648	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	823
This study	1.9	199.2	-32.3	sr20g1-LP-DIR-T	3.71e-06	273	2649	LT-T-Z:LP-DIR-T	g	sr20g1	u	0	0	0	0	848
This study	1.5	238.9	15.3	sr20i2-LP-DIR-T	5.63e-05	273	2650	LT-NO:LP-DIR-T	g	sr20i2	u	0	0	0	0	273
This study	2	239.2	14.2	sr20i2-LP-DIR-T	5.38e-05	273	2651	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	373
This study	0.8	241.2	14	sr20i2-LP-DIR-T	5.17e-05	273	2652	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	423
This study	1.8	239.2	13.8	sr20i2-LP-DIR-T	4.92e-05	273	2653	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	473
This study	1.1	238.4	13.8	sr20i2-LP-DIR-T	4.65e-05	273	2654	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	523
This study	1.5	240.5	13.8	sr20i2-LP-DIR-T	4.23e-05	273	2655	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	573
This study	1	239.1	13.7	sr20i2-LP-DIR-T	3.73e-05	273	2656	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	623
This study	1	239.7	13.7	sr20i2-LP-DIR-T	3.04e-05	273	2657	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	673
This study	1.9	237.2	13.6	sr20i2-LP-DIR-T	2.35e-05	273	2658	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	723
This study	1.2	237.4	13.1	sr20i2-LP-DIR-T	1.97e-05	273	2659	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	748
This study	1	240	13.2	sr20i2-LP-DIR-T	1.54e-05	273	2660	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	773
This study	1.9	242	13.4	sr20i2-LP-DIR-T	9.6e-06	273	2661	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	798
This study	1.7	240.4	12.6	sr20i2-LP-DIR-T	3.16e-06	273	2662	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	823
This study	1	241.9	11.6	sr20i2-LP-DIR-T	1.24e-06	273	2663	LT-T-Z:LP-DIR-T	g	sr20i2	u	0	0	0	0	848
This study	1.1	198.6	31.5	sr20j2-LP-DIR-T	7.53e-05	273	2664	LT-NO:LP-DIR-T	g	sr20j2	u	0	0	0	0	273
This study	0.6	198.1	31	sr20j2-LP-DIR-T	7.28e-05	273	2665	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	373
This study	0.5	201	30.8	sr20j2-LP-DIR-T	7.09e-05	273	2666	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	423
This study	0.4	200.1	30.7	sr20j2-LP-DIR-T	6.87e-05	273	2667	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	473
This study	0.8	200.4	30.6	sr20j2-LP-DIR-T	6.53e-05	273	2668	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	523
This study	1.1	201.6	30.5	sr20j2-LP-DIR-T	6.1e-05	273	2669	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	573
This study	0.8	198.8	30.9	sr20j2-LP-DIR-T	5.48e-05	273	2670	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	623
This study	1.8	193.2	30.8	sr20j2-LP-DIR-T	4.45e-05	273	2671	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	673
This study	0.9	200.8	30.4	sr20j2-LP-DIR-T	3.42e-05	273	2672	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	723
This study	1.7	200	30.5	sr20j2-LP-DIR-T	2.89e-05	273	2673	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	748
This study	0.7	199.4	30.3	sr20j2-LP-DIR-T	2.25e-05	273	2674	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	773
This study	0.3	197.2	30.3	sr20j2-LP-DIR-T	1.49e-05	273	2675	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	798
This study	0.6	199.4	29.3	sr20j2-LP-DIR-T	4.78e-06	273	2676	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	823
This study	0.5	200.9	28.1	sr20j2-LP-DIR-T	8.08e-07	273	2677	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	848
This study	0.9	202.1	28	sr20j2-LP-DIR-T	5.02e-07	273	2678	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	873
This study	1.8	199.5	26.5	sr20j2-LP-DIR-T	2.96e-07	273	2679	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	898
This study	1.8	198	28.6	sr20j2-LP-DIR-T	1.63e-07	273	2680	LT-T-Z:LP-DIR-T	g	sr20j2	u	0	0	0	0	923
This study	1	20	-27	sr21b2-LP-DIR-T	2.58e-05	273	2681	LT-NO:LP-DIR-T	g	sr21b2	u	0	0	0	0	273
This study	1.9	20.5	-27.2	sr21b2-LP-DIR-T	2.61e-05	273	2682	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	373
This study	0.6	19.8	-27.2	sr21b2-LP-DIR-T	2.69e-05	273	2683	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	423
This study	1.5	20.2	-27.3	sr21b2-LP-DIR-T	2.71e-05	273	2684	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	473
This study	0.8	17.9	-27.2	sr21b2-LP-DIR-T	2.71e-05	273	2685	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	523
This study	0.7	16.1	-27	sr21b2-LP-DIR-T	2.68e-05	273	2686	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	573
This study	1.3	22.5	-27.1	sr21b2-LP-DIR-T	2.46e-05	273	2687	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	623
This study	0.9	22.3	-27.6	sr21b2-LP-DIR-T	2.28e-05	273	2688	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	673
This study	0.4	17.2	-27	sr21b2-LP-DIR-T	2.09e-05	273	2689	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	723
This study	0.7	17.5	-27.1	sr21b2-LP-DIR-T	1.83e-05	273	2690	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	748
This study	0.8	16.5	-27.1	sr21b2-LP-DIR-T	1.56e-05	273	2691	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	773
This study	1.9	18.5	-26.5	sr21b2-LP-DIR-T	1.27e-05	273	2692	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	798
This study	1.3	18.9	-26.5	sr21b2-LP-DIR-T	7.67e-06	273	2693	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	823
This study	0.9	15.4	-26.7	sr21b2-LP-DIR-T	3.14e-06	273	2694	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	848
This study	1.5	19.2	-26.8	sr21b2-LP-DIR-T	1.19e-06	273	2695	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	873
This study	1.7	15.7	-27.3	sr21b2-LP-DIR-T	6.67e-07	273	2696	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	898
This study	1.3	15.6	-29.7	sr21b2-LP-DIR-T	4.29e-07	273	2697	LT-T-Z:LP-DIR-T	g	sr21b2	u	0	0	0	0	923
This study	1.3	357.2	-27.9	sr21g2-LP-DIR-T	3.07e-05	273	2698	LT-NO:LP-DIR-T	g	sr21g2	u	0	0	0	0	273
This study	0.6	357.6	-28.1	sr21g2-LP-DIR-T	3.12e-05	273	2699	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	373
This study	1.6	356.3	-28.2	sr21g2-LP-DIR-T	3.2e-05	273	2700	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	423
This study	1.4	355.4	-28.5	sr21g2-LP-DIR-T	3.21e-05	273	2701	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	473
This study	1	357.3	-28.7	sr21g2-LP-DIR-T	3.22e-05	273	2702	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	523
This study	1.3	358.5	-28.7	sr21g2-LP-DIR-T	3.09e-05	273	2703	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	573
This study	0.4	358.8	-28.7	sr21g2-LP-DIR-T	2.85e-05	273	2704	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	623
This study	1.6	357.8	-28.8	sr21g2-LP-DIR-T	2.68e-05	273	2705	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	673
This study	1.2	359.4	-28.7	sr21g2-LP-DIR-T	2.44e-05	273	2706	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	723
This study	0.5	353.2	-28.4	sr21g2-LP-DIR-T	2.2e-05	273	2707	LT-T-Z:LP-DIR-T	g	sr21g2	u	0	0	0	0	748
